2024-07-02 11:26:33,430 INFO    StreamThr :18871 [internal.py:wandb_internal():86] W&B internal server running at pid: 18871, started at: 2024-07-02 11:26:33.415226
2024-07-02 11:26:33,438 DEBUG   HandlerThread:18871 [handler.py:handle_request():146] handle_request: status
2024-07-02 11:26:33,444 INFO    WriterThread:18871 [datastore.py:open_for_write():87] open: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240702_112633-i38x25pi/run-i38x25pi.wandb
2024-07-02 11:26:33,449 DEBUG   SenderThread:18871 [sender.py:send():379] send: header
2024-07-02 11:26:33,598 DEBUG   SenderThread:18871 [sender.py:send():379] send: run
2024-07-02 11:26:34,090 INFO    SenderThread:18871 [dir_watcher.py:__init__():211] watching files in: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240702_112633-i38x25pi/files
2024-07-02 11:26:34,090 INFO    SenderThread:18871 [sender.py:_start_run_threads():1124] run started: i38x25pi with start time 1719915993.418358
2024-07-02 11:26:34,097 DEBUG   HandlerThread:18871 [handler.py:handle_request():146] handle_request: check_version
2024-07-02 11:26:34,097 DEBUG   SenderThread:18871 [sender.py:send_request():406] send_request: check_version
2024-07-02 11:26:34,221 DEBUG   HandlerThread:18871 [handler.py:handle_request():146] handle_request: run_start
2024-07-02 11:26:34,229 DEBUG   HandlerThread:18871 [system_info.py:__init__():26] System info init
2024-07-02 11:26:34,229 DEBUG   HandlerThread:18871 [system_info.py:__init__():41] System info init done
2024-07-02 11:26:34,229 INFO    HandlerThread:18871 [system_monitor.py:start():194] Starting system monitor
2024-07-02 11:26:34,229 INFO    SystemMonitor:18871 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-02 11:26:34,229 INFO    HandlerThread:18871 [system_monitor.py:probe():214] Collecting system info
2024-07-02 11:26:34,231 INFO    SystemMonitor:18871 [interfaces.py:start():190] Started cpu monitoring
2024-07-02 11:26:34,231 DEBUG   HandlerThread:18871 [system_info.py:probe():150] Probing system
2024-07-02 11:26:34,232 INFO    SystemMonitor:18871 [interfaces.py:start():190] Started disk monitoring
2024-07-02 11:26:34,232 INFO    SystemMonitor:18871 [interfaces.py:start():190] Started gpuapple monitoring
2024-07-02 11:26:34,236 INFO    SystemMonitor:18871 [interfaces.py:start():190] Started memory monitoring
2024-07-02 11:26:34,238 INFO    SystemMonitor:18871 [interfaces.py:start():190] Started network monitoring
2024-07-02 11:26:34,242 DEBUG   HandlerThread:18871 [system_info.py:_probe_git():135] Probing git
