2024-07-02 11:44:02,082 INFO    StreamThr :22001 [internal.py:wandb_internal():86] W&B internal server running at pid: 22001, started at: 2024-07-02 11:44:02.071718
2024-07-02 11:44:02,088 DEBUG   HandlerThread:22001 [handler.py:handle_request():146] handle_request: status
2024-07-02 11:44:02,090 INFO    WriterThread:22001 [datastore.py:open_for_write():87] open: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240702_114402-q0p0b9l4/run-q0p0b9l4.wandb
2024-07-02 11:44:02,093 DEBUG   SenderThread:22001 [sender.py:send():379] send: header
2024-07-02 11:44:02,285 DEBUG   SenderThread:22001 [sender.py:send():379] send: run
2024-07-02 11:44:02,719 INFO    SenderThread:22001 [dir_watcher.py:__init__():211] watching files in: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240702_114402-q0p0b9l4/files
2024-07-02 11:44:02,719 INFO    SenderThread:22001 [sender.py:_start_run_threads():1124] run started: q0p0b9l4 with start time 1719917042.069023
2024-07-02 11:44:02,728 DEBUG   HandlerThread:22001 [handler.py:handle_request():146] handle_request: check_version
2024-07-02 11:44:02,728 DEBUG   SenderThread:22001 [sender.py:send_request():406] send_request: check_version
2024-07-02 11:44:02,851 DEBUG   HandlerThread:22001 [handler.py:handle_request():146] handle_request: run_start
2024-07-02 11:44:02,859 DEBUG   HandlerThread:22001 [system_info.py:__init__():26] System info init
2024-07-02 11:44:02,859 DEBUG   HandlerThread:22001 [system_info.py:__init__():41] System info init done
2024-07-02 11:44:02,859 INFO    HandlerThread:22001 [system_monitor.py:start():194] Starting system monitor
2024-07-02 11:44:02,859 INFO    SystemMonitor:22001 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-07-02 11:44:02,860 INFO    HandlerThread:22001 [system_monitor.py:probe():214] Collecting system info
2024-07-02 11:44:02,860 INFO    SystemMonitor:22001 [interfaces.py:start():190] Started cpu monitoring
2024-07-02 11:44:02,861 INFO    SystemMonitor:22001 [interfaces.py:start():190] Started disk monitoring
2024-07-02 11:44:02,861 DEBUG   HandlerThread:22001 [system_info.py:probe():150] Probing system
2024-07-02 11:44:02,863 INFO    SystemMonitor:22001 [interfaces.py:start():190] Started gpuapple monitoring
2024-07-02 11:44:02,866 INFO    SystemMonitor:22001 [interfaces.py:start():190] Started memory monitoring
2024-07-02 11:44:02,867 INFO    SystemMonitor:22001 [interfaces.py:start():190] Started network monitoring
2024-07-02 11:44:02,871 DEBUG   HandlerThread:22001 [system_info.py:_probe_git():135] Probing git
2024-07-02 11:44:02,903 DEBUG   HandlerThread:22001 [system_info.py:_probe_git():143] Probing git done
2024-07-02 11:44:02,903 DEBUG   HandlerThread:22001 [system_info.py:probe():198] Probing system done
