2024-08-07 12:54:26,073 INFO    StreamThr :25307 [internal.py:wandb_internal():86] W&B internal server running at pid: 25307, started at: 2024-08-07 12:54:26.072564
2024-08-07 12:54:26,075 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: status
2024-08-07 12:54:26,076 INFO    WriterThread:25307 [datastore.py:open_for_write():87] open: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/run-r7v29lbu.wandb
2024-08-07 12:54:26,077 DEBUG   SenderThread:25307 [sender.py:send():379] send: header
2024-08-07 12:54:26,108 DEBUG   SenderThread:25307 [sender.py:send():379] send: run
2024-08-07 12:54:26,523 INFO    SenderThread:25307 [dir_watcher.py:__init__():211] watching files in: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files
2024-08-07 12:54:26,523 INFO    SenderThread:25307 [sender.py:_start_run_threads():1124] run started: r7v29lbu with start time 1723031666.072091
2024-08-07 12:54:26,534 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: check_version
2024-08-07 12:54:26,534 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: check_version
2024-08-07 12:54:26,663 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: run_start
2024-08-07 12:54:26,671 DEBUG   HandlerThread:25307 [system_info.py:__init__():26] System info init
2024-08-07 12:54:26,671 DEBUG   HandlerThread:25307 [system_info.py:__init__():41] System info init done
2024-08-07 12:54:26,671 INFO    HandlerThread:25307 [system_monitor.py:start():194] Starting system monitor
2024-08-07 12:54:26,671 INFO    SystemMonitor:25307 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-07 12:54:26,672 INFO    HandlerThread:25307 [system_monitor.py:probe():214] Collecting system info
2024-08-07 12:54:26,673 INFO    SystemMonitor:25307 [interfaces.py:start():190] Started cpu monitoring
2024-08-07 12:54:26,673 DEBUG   HandlerThread:25307 [system_info.py:probe():150] Probing system
2024-08-07 12:54:26,674 INFO    SystemMonitor:25307 [interfaces.py:start():190] Started disk monitoring
2024-08-07 12:54:26,677 INFO    SystemMonitor:25307 [interfaces.py:start():190] Started gpuapple monitoring
2024-08-07 12:54:26,678 INFO    SystemMonitor:25307 [interfaces.py:start():190] Started memory monitoring
2024-08-07 12:54:26,678 INFO    SystemMonitor:25307 [interfaces.py:start():190] Started network monitoring
2024-08-07 12:54:26,682 DEBUG   HandlerThread:25307 [system_info.py:_probe_git():135] Probing git
2024-08-07 12:54:26,712 DEBUG   HandlerThread:25307 [system_info.py:_probe_git():143] Probing git done
2024-08-07 12:54:26,712 DEBUG   HandlerThread:25307 [system_info.py:probe():198] Probing system done
2024-08-07 12:54:26,712 DEBUG   HandlerThread:25307 [system_monitor.py:probe():223] {'os': 'macOS-14.1.1-arm64-arm-64bit', 'python': '3.10.6', 'heartbeatAt': '2024-08-07T11:54:26.674001', 'startedAt': '2024-08-07T11:54:26.067367', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/Shayaan/Desktop/code/code-switched-pos-tagging/test.py', 'codePathLocal': 'test.py', 'codePath': 'test.py', 'git': {'remote': 'https://github.com/shayaanabsar/code-switched-pos-tagging.git', 'commit': '9092ac07c1e0f7170dff3c25a0e8e4fcad10a3ea'}, 'email': 'shayaan.absar@gmail.com', 'root': '/Users/Shayaan/Desktop/code/code-switched-pos-tagging', 'host': 'MacBook-Pro.local', 'username': 'Shayaan', 'executable': '/Users/Shayaan/.pyenv/versions/3.10.6/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 228.27386474609375, 'used': 13.48337173461914}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-08-07 12:54:26,713 INFO    HandlerThread:25307 [system_monitor.py:probe():224] Finished collecting system info
2024-08-07 12:54:26,713 INFO    HandlerThread:25307 [system_monitor.py:probe():227] Publishing system info
2024-08-07 12:54:26,713 INFO    HandlerThread:25307 [system_monitor.py:probe():229] Finished publishing system info
2024-08-07 12:54:26,715 DEBUG   SenderThread:25307 [sender.py:send():379] send: files
2024-08-07 12:54:26,716 INFO    SenderThread:25307 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-08-07 12:54:26,813 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: python_packages
2024-08-07 12:54:26,813 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: python_packages
2024-08-07 12:54:26,814 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: stop_status
2024-08-07 12:54:26,814 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: stop_status
2024-08-07 12:54:26,815 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: internal_messages
2024-08-07 12:54:27,096 DEBUG   SenderThread:25307 [sender.py:send():379] send: telemetry
2024-08-07 12:54:27,263 INFO    wandb-upload_0:25307 [upload_job.py:push():131] Uploaded file /var/folders/c9/ld6wd4rd4416tr7z2q29t7180000gn/T/tmpags1tz63wandb/qb1j1tkz-wandb-metadata.json
2024-08-07 12:54:27,300 DEBUG   SenderThread:25307 [sender.py:send():379] send: exit
2024-08-07 12:54:27,300 INFO    SenderThread:25307 [sender.py:send_exit():586] handling exit code: 1
2024-08-07 12:54:27,300 INFO    SenderThread:25307 [sender.py:send_exit():588] handling runtime: 0
2024-08-07 12:54:27,300 INFO    SenderThread:25307 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-08-07 12:54:27,300 INFO    SenderThread:25307 [sender.py:send_exit():594] send defer
2024-08-07 12:54:27,301 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,301 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 0
2024-08-07 12:54:27,301 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,301 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 0
2024-08-07 12:54:27,301 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 1
2024-08-07 12:54:27,301 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,301 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 1
2024-08-07 12:54:27,301 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,301 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 1
2024-08-07 12:54:27,301 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 2
2024-08-07 12:54:27,301 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,301 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 2
2024-08-07 12:54:27,301 INFO    HandlerThread:25307 [system_monitor.py:finish():203] Stopping system monitor
2024-08-07 12:54:27,301 DEBUG   SystemMonitor:25307 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-07 12:54:27,301 INFO    HandlerThread:25307 [interfaces.py:finish():202] Joined cpu monitor
2024-08-07 12:54:27,302 DEBUG   SystemMonitor:25307 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-07 12:54:27,302 INFO    HandlerThread:25307 [interfaces.py:finish():202] Joined disk monitor
2024-08-07 12:54:27,302 DEBUG   SystemMonitor:25307 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-07 12:54:27,446 INFO    HandlerThread:25307 [interfaces.py:finish():202] Joined gpuapple monitor
2024-08-07 12:54:27,446 INFO    HandlerThread:25307 [interfaces.py:finish():202] Joined memory monitor
2024-08-07 12:54:27,446 INFO    HandlerThread:25307 [interfaces.py:finish():202] Joined network monitor
2024-08-07 12:54:27,446 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,446 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 2
2024-08-07 12:54:27,446 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 3
2024-08-07 12:54:27,446 DEBUG   SenderThread:25307 [sender.py:send():379] send: telemetry
2024-08-07 12:54:27,446 DEBUG   SenderThread:25307 [sender.py:send():379] send: stats
2024-08-07 12:54:27,447 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,447 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 3
2024-08-07 12:54:27,447 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,447 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 3
2024-08-07 12:54:27,447 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 4
2024-08-07 12:54:27,447 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,447 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 4
2024-08-07 12:54:27,447 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,447 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 4
2024-08-07 12:54:27,447 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 5
2024-08-07 12:54:27,447 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,447 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 5
2024-08-07 12:54:27,447 DEBUG   SenderThread:25307 [sender.py:send():379] send: summary
2024-08-07 12:54:27,448 INFO    SenderThread:25307 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
2024-08-07 12:54:27,448 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,448 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 5
2024-08-07 12:54:27,448 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 6
2024-08-07 12:54:27,448 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,448 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 6
2024-08-07 12:54:27,448 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,448 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 6
2024-08-07 12:54:27,451 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: status_report
2024-08-07 12:54:27,530 INFO    Thread-12 :25307 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/requirements.txt
2024-08-07 12:54:27,530 INFO    Thread-12 :25307 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/wandb-summary.json
2024-08-07 12:54:27,530 INFO    Thread-12 :25307 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/output.log
2024-08-07 12:54:27,530 INFO    Thread-12 :25307 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/wandb-metadata.json
2024-08-07 12:54:27,617 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 7
2024-08-07 12:54:27,617 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:27,617 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 7
2024-08-07 12:54:27,617 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:27,617 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 7
2024-08-07 12:54:28,306 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: poll_exit
2024-08-07 12:54:28,535 INFO    Thread-12 :25307 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/config.yaml
2024-08-07 12:54:29,323 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 8
2024-08-07 12:54:29,323 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: poll_exit
2024-08-07 12:54:29,323 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:29,323 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 8
2024-08-07 12:54:29,323 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:29,323 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 8
2024-08-07 12:54:29,323 INFO    SenderThread:25307 [job_builder.py:build():318] Attempting to build job artifact
2024-08-07 12:54:29,324 INFO    SenderThread:25307 [job_builder.py:_get_source_type():455] is repo sourced job
2024-08-07 12:54:29,356 INFO    SenderThread:25307 [job_builder.py:build():431] adding wandb-job metadata file
2024-08-07 12:54:29,358 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 9
2024-08-07 12:54:29,358 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:29,358 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 9
2024-08-07 12:54:29,358 DEBUG   SenderThread:25307 [sender.py:send():379] send: artifact
2024-08-07 12:54:29,541 INFO    Thread-12 :25307 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/output.log
2024-08-07 12:54:30,062 INFO    SenderThread:25307 [sender.py:send_artifact():1468] sent artifact job-https___github.com_shayaanabsar_code-switched-pos-tagging.git_test.py - {'id': 'QXJ0aWZhY3Q6MTExMTAzMjQ4OA==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjM4MzY3NzQ5MA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTExMTAzMjQ4OA==', 'versionIndex': 0}}}
2024-08-07 12:54:30,062 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:30,063 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 9
2024-08-07 12:54:30,063 INFO    SenderThread:25307 [dir_watcher.py:finish():358] shutting down directory watcher
2024-08-07 12:54:30,317 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: poll_exit
2024-08-07 12:54:30,547 INFO    SenderThread:25307 [dir_watcher.py:finish():388] scan: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files
2024-08-07 12:54:30,548 INFO    SenderThread:25307 [dir_watcher.py:finish():402] scan save: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/requirements.txt requirements.txt
2024-08-07 12:54:30,548 INFO    SenderThread:25307 [dir_watcher.py:finish():402] scan save: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/output.log output.log
2024-08-07 12:54:30,551 INFO    SenderThread:25307 [dir_watcher.py:finish():402] scan save: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/config.yaml config.yaml
2024-08-07 12:54:30,554 INFO    SenderThread:25307 [dir_watcher.py:finish():402] scan save: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/wandb-summary.json wandb-summary.json
2024-08-07 12:54:30,557 INFO    SenderThread:25307 [dir_watcher.py:finish():402] scan save: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/wandb-metadata.json wandb-metadata.json
2024-08-07 12:54:30,557 INFO    SenderThread:25307 [sender.py:transition_state():614] send defer: 10
2024-08-07 12:54:30,558 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: poll_exit
2024-08-07 12:54:30,559 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:30,560 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 10
2024-08-07 12:54:30,560 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:30,560 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 10
2024-08-07 12:54:30,560 INFO    SenderThread:25307 [file_pusher.py:finish():172] shutting down file pusher
2024-08-07 12:54:30,919 INFO    wandb-upload_0:25307 [upload_job.py:push():131] Uploaded file /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/requirements.txt
2024-08-07 12:54:30,987 INFO    wandb-upload_1:25307 [upload_job.py:push():131] Uploaded file /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/output.log
2024-08-07 12:54:31,049 INFO    wandb-upload_3:25307 [upload_job.py:push():131] Uploaded file /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/wandb-summary.json
2024-08-07 12:54:31,066 INFO    wandb-upload_2:25307 [upload_job.py:push():131] Uploaded file /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_125426-r7v29lbu/files/config.yaml
2024-08-07 12:54:31,272 INFO    Thread-11 (_thread_body):25307 [sender.py:transition_state():614] send defer: 11
2024-08-07 12:54:31,273 DEBUG   HandlerThread:25307 [handler.py:handle_request():146] handle_request: defer
2024-08-07 12:54:31,273 INFO    HandlerThread:25307 [handler.py:handle_request_defer():172] handle defer: 11
2024-08-07 12:54:31,273 DEBUG   SenderThread:25307 [sender.py:send_request():406] send_request: defer
2024-08-07 12:54:31,273 INFO    SenderThread:25307 [sender.py:send_request_defer():610] handle sender defer: 11
