2024-08-07 13:33:38,572 INFO    StreamThr :26005 [internal.py:wandb_internal():86] W&B internal server running at pid: 26005, started at: 2024-08-07 13:33:38.571795
2024-08-07 13:33:38,573 DEBUG   HandlerThread:26005 [handler.py:handle_request():146] handle_request: status
2024-08-07 13:33:38,574 INFO    WriterThread:26005 [datastore.py:open_for_write():87] open: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_133338-9yq0dvjn/run-9yq0dvjn.wandb
2024-08-07 13:33:38,575 DEBUG   SenderThread:26005 [sender.py:send():379] send: header
2024-08-07 13:33:38,607 DEBUG   SenderThread:26005 [sender.py:send():379] send: run
2024-08-07 13:33:39,057 INFO    SenderThread:26005 [dir_watcher.py:__init__():211] watching files in: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_133338-9yq0dvjn/files
2024-08-07 13:33:39,057 INFO    SenderThread:26005 [sender.py:_start_run_threads():1124] run started: 9yq0dvjn with start time 1723034018.571754
2024-08-07 13:33:39,069 DEBUG   HandlerThread:26005 [handler.py:handle_request():146] handle_request: check_version
2024-08-07 13:33:39,069 DEBUG   SenderThread:26005 [sender.py:send_request():406] send_request: check_version
2024-08-07 13:33:39,232 DEBUG   HandlerThread:26005 [handler.py:handle_request():146] handle_request: run_start
2024-08-07 13:33:39,262 DEBUG   HandlerThread:26005 [system_info.py:__init__():26] System info init
2024-08-07 13:33:39,264 DEBUG   HandlerThread:26005 [system_info.py:__init__():41] System info init done
2024-08-07 13:33:39,264 INFO    HandlerThread:26005 [system_monitor.py:start():194] Starting system monitor
2024-08-07 13:33:39,264 INFO    SystemMonitor:26005 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-08-07 13:33:39,265 INFO    HandlerThread:26005 [system_monitor.py:probe():214] Collecting system info
2024-08-07 13:33:39,265 INFO    SystemMonitor:26005 [interfaces.py:start():190] Started cpu monitoring
2024-08-07 13:33:39,266 DEBUG   HandlerThread:26005 [system_info.py:probe():150] Probing system
2024-08-07 13:33:39,268 INFO    SystemMonitor:26005 [interfaces.py:start():190] Started disk monitoring
2024-08-07 13:33:39,268 INFO    SystemMonitor:26005 [interfaces.py:start():190] Started gpuapple monitoring
2024-08-07 13:33:39,271 INFO    SystemMonitor:26005 [interfaces.py:start():190] Started memory monitoring
2024-08-07 13:33:39,272 INFO    SystemMonitor:26005 [interfaces.py:start():190] Started network monitoring
2024-08-07 13:33:39,277 DEBUG   HandlerThread:26005 [system_info.py:_probe_git():135] Probing git
2024-08-07 13:33:39,308 DEBUG   HandlerThread:26005 [system_info.py:_probe_git():143] Probing git done
2024-08-07 13:33:39,308 DEBUG   HandlerThread:26005 [system_info.py:probe():198] Probing system done
2024-08-07 13:33:39,308 DEBUG   HandlerThread:26005 [system_monitor.py:probe():223] {'os': 'macOS-14.1.1-arm64-arm-64bit', 'python': '3.10.6', 'heartbeatAt': '2024-08-07T12:33:39.267175', 'startedAt': '2024-08-07T12:33:38.566183', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/Users/Shayaan/Desktop/code/code-switched-pos-tagging/test.py', 'codePathLocal': 'test.py', 'codePath': 'test.py', 'git': {'remote': 'https://github.com/shayaanabsar/code-switched-pos-tagging.git', 'commit': '9092ac07c1e0f7170dff3c25a0e8e4fcad10a3ea'}, 'email': 'shayaan.absar@gmail.com', 'root': '/Users/Shayaan/Desktop/code/code-switched-pos-tagging', 'host': 'MacBook-Pro.local', 'username': 'Shayaan', 'executable': '/Users/Shayaan/.pyenv/versions/3.10.6/bin/python', 'cpu_count': 8, 'cpu_count_logical': 8, 'cpu_freq': {'current': 3504, 'min': 600, 'max': 3504}, 'cpu_freq_per_core': [{'current': 3504, 'min': 600, 'max': 3504}], 'disk': {'/': {'total': 228.27386474609375, 'used': 13.48337173461914}}, 'gpuapple': {'type': 'arm', 'vendor': 'Apple'}, 'memory': {'total': 8.0}}
2024-08-07 13:33:39,308 INFO    HandlerThread:26005 [system_monitor.py:probe():224] Finished collecting system info
2024-08-07 13:33:39,308 INFO    HandlerThread:26005 [system_monitor.py:probe():227] Publishing system info
2024-08-07 13:33:39,309 INFO    HandlerThread:26005 [system_monitor.py:probe():229] Finished publishing system info
2024-08-07 13:33:39,312 DEBUG   SenderThread:26005 [sender.py:send():379] send: files
2024-08-07 13:33:39,312 INFO    SenderThread:26005 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-08-07 13:33:39,411 DEBUG   HandlerThread:26005 [handler.py:handle_request():146] handle_request: python_packages
2024-08-07 13:33:39,412 DEBUG   SenderThread:26005 [sender.py:send_request():406] send_request: python_packages
2024-08-07 13:33:39,412 DEBUG   HandlerThread:26005 [handler.py:handle_request():146] handle_request: stop_status
2024-08-07 13:33:39,412 DEBUG   SenderThread:26005 [sender.py:send_request():406] send_request: stop_status
2024-08-07 13:33:39,414 DEBUG   HandlerThread:26005 [handler.py:handle_request():146] handle_request: internal_messages
2024-08-07 13:33:39,664 DEBUG   SenderThread:26005 [sender.py:send():379] send: telemetry
2024-08-07 13:33:39,873 INFO    wandb-upload_0:26005 [upload_job.py:push():131] Uploaded file /var/folders/c9/ld6wd4rd4416tr7z2q29t7180000gn/T/tmpli6cdawowandb/x9vtmbfj-wandb-metadata.json
2024-08-07 13:33:40,063 INFO    Thread-12 :26005 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/Shayaan/Desktop/code/code-switched-pos-tagging/wandb/run-20240807_133338-9yq0dvjn/files/wandb-metadata.json
